"religion","trust","year","physical.public","physical.public.base","physical.manager","physical.manager.base","physical.colleague","physical.colleague.base","emotional.public","emotional.public.base","emotional.manager","emotional.manager.base","emotional.colleague","emotional.colleague.base","stress.stress","stress.stress.base","gender.gender","gender.gender.base","physician.physician","physician.physician.base"
"Other","mental+mental&community",2020,0.16621892336782,1726,0.00315861245025403,1721,0.0105197075900224,1711,0.322891259821551,1693,0.113456951441732,1681,0.18379808725461,1682,0.472657248953325,1729,0.745310163972898,1718,0.0324868335782315,1703
"Sikh","acute_specialist",2018,0.121498599439776,97,0.0384615384615384,95,0.0595238095238096,95,0.254874677143585,97,0.155658067422773,94,0.379551820728291,95,0.400683000472916,97,0.781112444977991,97,0.0922278002109935,93
"Sikh","acute_specialist",2019,0.0622377622377623,88,0,88,0,87,0.252443553178847,87,0.236827837195484,86,0.257937977055624,87,0.319060228986699,88,0.645658222496458,88,0.255555555555556,82
"Sikh","acute_specialist",2020,0.0082644628099176,74,0,75,0,75,0.158730158730159,75,0.120638200183655,75,0.0817673488128035,75,0.333694083694084,75,0.403294306703398,75,0.354486422668241,75
"Sikh","acute+acute&community",2018,0.0971261674326509,1672,0.00618092875774563,1629,0.0226403498539937,1626,0.219404821052376,1664,0.128457444516657,1623,0.209091034824414,1632,0.325875596422273,1658,0.699483062818276,1659,0.234700286054494,1595
"Sikh","acute+acute&community",2019,0.0871404031647838,2137,0.00475605121127924,2122,0.0157836835430471,2114,0.268871124912285,2136,0.146086614831559,2120,0.227131812524578,2109,0.360765649414131,2137,0.713019134467885,2124,0.242581740015337,2066
"Sikh","acute+acute&community",2020,0.0797275688777748,2184,0.0049261792336695,2174,0.0205963353352328,2158,0.197368707347991,2152,0.123917120265681,2144,0.227830059622705,2133,0.402520670805783,2185,0.710425504603224,2165,0.246126670493972,2135
"Sikh","ambulance",2018,0.350160256410256,38,0.0200320512820514,38,0.00961538461538467,38,0.486378205128205,38,0.0921474358974358,38,0.207532051282051,36,0.350160256410256,38,0.457167832167832,34,0.0416666666666667,36
"Sikh","ambulance",2019,0.151641526175688,57,0.0285714285714286,57,0.0285714285714286,56,0.386168179646441,55,0.140993788819876,54,0.267334839073969,54,0.545430346051464,57,0.561845607808341,57,0.0357142857142857,54
"Sikh","ambulance",2020,0.186315789473684,86,0.0333333333333331,85,0.0689393939393938,84,0.187777777777778,85,0.227979797979798,84,0.386627906976744,82,0.463479532163743,86,0.510175438596491,86,0,83
"Sikh","clinical_commissioning",2018,0,53,0,51,0.0185185185185183,52,0.0864197530864199,53,0.187179487179487,51,0.112345679012346,51,0.333950617283951,53,0.676543209876543,52,0.0384615384615385,50
"Sikh","clinical_commissioning",2019,0,80,0.00215053763440878,81,0,81,0.0213383838383837,80,0.0963888888888889,80,0.171505376344086,81,0.309604105571847,81,0.722873900293255,80,0.0645161290322581,79
"Sikh","clinical_commissioning",2020,0,77,0,76,0.00320512820512818,77,0.0612836438923395,75,0.158236449540798,75,0.1851966873706,73,0.49321164946165,77,0.711301198801198,77,0.0416666666666667,76
"Sikh","community",2018,0.0269531604758875,130,0,130,0.00284090909090906,128,0.105490177122055,129,0.116167922986105,130,0.15933498319862,129,0.388964255441528,130,0.814098780007871,129,0.125541125541126,126
"Sikh","community",2019,0.0344159949423108,128,0,127,0.00694444444444443,124,0.181040684105511,133,0.170272235074867,130,0.199269005847953,130,0.384505843251029,133,0.757498124080941,133,0.140422957801007,132
"Sikh","community",2020,0.0564413364413366,139,0,140,0.00246913580246897,138,0.177059607059607,139,0.180139169276256,137,0.240593879804406,138,0.326559551559552,140,0.881964701964702,138,0.0551269451269451,134
"Sikh","mental+mental&community",2018,0.155099855420249,625,0.00430856492044128,618,0.0169089058916068,614,0.209182917245887,624,0.165252006108794,615,0.182966868140898,610,0.365116856309595,621,0.698661200233851,625,0.108852218360853,592
"Sikh","mental+mental&community",2019,0.101794873533753,722,0.00184359799744403,715,0.00992355971914119,711,0.20796612115724,723,0.176473087714176,711,0.218487399848256,711,0.434598343857426,725,0.741502779316675,722,0.10657019803161,696
"Sikh","mental+mental&community",2020,0.152866795652517,717,0.0107411501028525,707,0.0144842246031904,705,0.271163844168979,702,0.150104473097905,695,0.20754004545598,689,0.298877625495152,717,0.682298578963994,714,0.168932204892297,687
"withheld","acute_specialist",2018,0.0522159282089747,1046,0.00380335442946532,1023,0.00912604500893792,1017,0.220696064090668,1032,0.191826556382157,1010,0.245355546927796,1015,0.443172432463165,1045,0.5660116792142,1039,0.107605947458063,973
"withheld","acute_specialist",2019,0.0416715206867671,1164,0.00771172668254081,1157,0.018912255312338,1152,0.219005109018242,1162,0.173969341351399,1153,0.277543433674999,1144,0.487687213064742,1170,0.521917573955518,1173,0.0996913570366062,1107
"withheld","acute_specialist",2020,0.0641614020054526,1232,0.0122133496078504,1226,0.0186991117456381,1215,0.213082339283937,1221,0.21787733034703,1211,0.272917538169522,1210,0.531296216390905,1238,0.507967457087771,1234,0.153843924897489,1181
"withheld","acute+acute&community",2018,0.127594739135878,17388,0.0105866212670259,17145,0.0217128117912707,17106,0.319846599569528,17350,0.218636152245001,17155,0.265692295511316,17115,0.498098357039633,17359,0.589326383385537,17294,0.130771230300128,16610
"withheld","acute+acute&community",2019,0.126114566323099,22476,0.00925486846581565,22301,0.0195180599713661,22194,0.306192913610196,22360,0.210452110968241,22213,0.268144636806849,22147,0.507323201633013,22469,0.570111108682285,22395,0.128285917044345,21622
"withheld","acute+acute&community",2020,0.129890894105498,23613,0.00809422502728239,23533,0.0185200323386616,23417,0.293995909602145,23223,0.212112094564515,23142,0.273627899699587,23090,0.555886110398992,23598,0.534168733577806,23496,0.127008944828024,22536
"withheld","ambulance",2018,0.327775102621238,1176,0.0138797829700916,1160,0.0251121167477794,1159,0.520593323754486,1176,0.327691981153572,1161,0.259182471515892,1162,0.621898682642038,1177,0.294545386354021,1174,0.00109529025191676,1130
"withheld","ambulance",2019,0.331984354250086,1512,0.0123925015337431,1496,0.0263911254714392,1486,0.476195458671236,1512,0.214870661870233,1500,0.237755363877185,1498,0.599889963786016,1514,0.287744432902758,1510,0.00187458679587926,1459
"withheld","ambulance",2020,0.305806967633552,1589,0.0129330971580384,1581,0.0200682598330116,1582,0.458203452940334,1563,0.272118280615599,1553,0.241746441494154,1554,0.611892058302036,1594,0.291037890047322,1586,0.00176795373552223,1548
"withheld","clinical_commissioning",2018,0.0169572829131651,603,0.00735294117647058,597,0.010585003232062,598,0.104453830584317,598,0.225379663690081,596,0.208684201417518,590,0.503387547669555,602,0.519659522429921,594,0.0239136627501679,547
"withheld","clinical_commissioning",2019,0.00861338504911316,683,0.00305944055944082,679,0.0031565656565661,677,0.118823974962853,671,0.20221222953889,678,0.21062857240223,668,0.475049990954116,683,0.475651320084061,681,0.0396021451892664,638
"withheld","clinical_commissioning",2020,0.00329999999999998,786,0,784,0.00142512077294683,785,0.0927774684186224,762,0.210430541233451,762,0.1751738932688,761,0.505269736642951,784,0.454429526161288,783,0.0181902024879216,737
"withheld","community",2018,0.0700769203830461,1345,0.00644620031284191,1333,0.00850684371136893,1331,0.290372593852095,1342,0.169610207635957,1329,0.210757137040905,1327,0.539036626391145,1353,0.676163001779642,1348,0.0496402004831313,1279
"withheld","community",2019,0.074006715593813,1457,0.00278466821370756,1447,0.011770572108117,1443,0.258675692329743,1447,0.143310359941791,1439,0.204536691885088,1429,0.502949850949005,1456,0.653999848158214,1450,0.0375710236847962,1392
"withheld","community",2020,0.0539827576931991,1466,0.00396882130415875,1462,0.0113341776597507,1454,0.249709193623402,1451,0.163724948247792,1442,0.186576889718632,1437,0.556676031643689,1466,0.625073262625061,1458,0.0549435500729002,1380
"withheld","mental+mental&community",2018,0.162772741575649,6662,0.00702203377338007,6546,0.0159532863550754,6508,0.33168019599637,6636,0.187512995261873,6568,0.218594702926349,6533,0.51832590700007,6646,0.590116939835957,6626,0.0796689966117004,6328
"withheld","mental+mental&community",2019,0.164541141871331,7571,0.00623413407138528,7524,0.0135296744401387,7473,0.327922923423666,7530,0.191180346772374,7474,0.225605469030403,7448,0.529454441710948,7567,0.564309839861873,7545,0.0757408103184801,7286
"withheld","mental+mental&community",2020,0.150829314737634,7590,0.00608595761609536,7554,0.0135089691848502,7527,0.310907206675605,7434,0.184071594064788,7403,0.217792637504143,7387,0.561829354278036,7586,0.530536726684992,7582,0.0644553082780414,7228
